name,age,age_group,bodyweight,snatch_bw,candj_bw,squat_bw,deadlift_bw,snatch_to_cj,cj_to_squat,strength_score,snatch_level,weakness_flag,overall_rank,percentile_rank
Ian Darragh,20.0,Senior,176.0,1.44,1.76,2.13,2.51,0.82,0.82,7.84,Elite,No Major Imbalance,942,32
Jonathan Wolf,23.0,Senior,187.0,1.39,1.74,2.09,2.62,0.8,0.83,7.83,Elite,No Major Imbalance,943,32
Joey Lutz,27.0,Senior,198.0,1.24,1.54,2.3,2.75,0.81,0.67,7.83,Advanced,Weak Clean & Jerk,944,32
Travis Mead,28.0,Senior,203.0,1.28,1.55,2.24,2.76,0.83,0.69,7.83,Elite,Weak Clean & Jerk,945,32
Eric Bayliss,23.0,Senior,219.0,1.14,1.67,2.28,2.74,0.68,0.73,7.83,Advanced,Weak Snatch Technique,946,32
Steve Cristini,24.0,Senior,195.0,1.36,1.67,2.14,2.67,0.82,0.78,7.83,Elite,No Major Imbalance,947,32
Kevin Miller,31.0,Senior,205.0,1.29,1.66,2.32,2.56,0.78,0.72,7.83,Elite,No Major Imbalance,948,32
Patrick Harlow,27.0,Senior,175.0,1.46,1.63,2.14,2.6,0.89,0.76,7.83,Elite,No Major Imbalance,949,32
Geoff Turner,40.0,Masters I,198.0,1.24,1.54,2.53,2.53,0.8,0.61,7.83,Advanced,Weak Clean & Jerk,950,32
Michael Browne,29.0,Senior,207.0,1.26,1.62,2.29,2.66,0.78,0.71,7.83,Elite,No Major Imbalance,951,32
Jesse Suarez-Lopez,25.0,Senior,184.0,1.41,1.6,2.12,2.69,0.88,0.76,7.83,Elite,No Major Imbalance,951,32
Andy Timm,34.0,Senior,184.0,1.36,1.66,2.09,2.72,0.82,0.79,7.83,Elite,No Major Imbalance,951,32
joseph johnson,22.0,Senior,195.0,1.47,1.67,2.26,2.44,0.88,0.74,7.83,Elite,No Major Imbalance,954,32
Branco Visagie,28.0,Senior,255.0,1.21,1.6,2.42,2.59,0.76,0.66,7.82,Advanced,Weak Clean & Jerk,955,32
William Russell Ross,37.0,Masters I,225.0,1.2,1.49,2.42,2.71,0.81,0.61,7.82,Advanced,Weak Clean & Jerk,956,32
James Starks,28.0,Senior,202.0,1.26,1.61,2.48,2.48,0.78,0.65,7.82,Elite,Weak Clean & Jerk,957,32
Tully Chapman,23.0,Senior,190.0,1.39,1.74,2.45,2.24,0.8,0.71,7.82,Elite,No Major Imbalance,958,32
Keaton Tucker,23.0,Senior,195.0,1.36,1.72,2.18,2.56,0.79,0.79,7.82,Elite,No Major Imbalance,959,32
Jordan Flynn,24.0,Senior,195.0,1.26,1.67,2.31,2.59,0.75,0.72,7.82,Elite,No Major Imbalance,959,32
Jeremy Meredith,27.0,Senior,210.0,1.31,1.58,2.52,2.4,0.83,0.62,7.82,Elite,Weak Clean & Jerk,961,33
Oliver Yost,25.0,Senior,197.0,1.35,1.6,2.31,2.56,0.84,0.69,7.82,Elite,Weak Clean & Jerk,962,33
Augustuv Haas,25.0,Senior,197.0,1.24,1.52,2.34,2.72,0.82,0.65,7.82,Advanced,Weak Clean & Jerk,962,33
Blue Aldridge,32.0,Senior,218.0,1.32,1.6,2.28,2.63,0.82,0.7,7.82,Elite,No Major Imbalance,964,33
Kendall Bolt,26.0,Senior,190.0,1.26,1.66,2.34,2.55,0.76,0.71,7.82,Elite,No Major Imbalance,965,33
Jordan Finlayson,28.0,Senior,183.0,1.39,1.72,2.3,2.4,0.81,0.75,7.81,Elite,No Major Imbalance,966,33
David Treglown,28.0,Senior,199.0,1.28,1.63,2.39,2.51,0.78,0.68,7.81,Elite,Weak Clean & Jerk,967,33
Jason Burke,31.0,Senior,215.0,1.19,1.42,2.4,2.81,0.84,0.59,7.81,Advanced,Weak Clean & Jerk,968,33
David Spurr,32.0,Senior,198.0,1.31,1.62,2.33,2.55,0.81,0.69,7.81,Elite,Weak Clean & Jerk,969,33
Mark Stewart,29.0,Senior,208.0,1.27,1.68,2.28,2.57,0.76,0.74,7.81,Elite,No Major Imbalance,970,33
TJ Menerey,29.0,Senior,192.0,1.28,1.59,2.32,2.63,0.8,0.69,7.81,Elite,Weak Clean & Jerk,970,33
Joshua Berry,24.0,Senior,185.0,1.49,1.76,2.14,2.43,0.85,0.82,7.81,Elite,No Major Imbalance,972,33
PJ Rubel,22.0,Senior,185.0,1.35,1.62,2.11,2.73,0.83,0.77,7.81,Elite,No Major Imbalance,972,33
Alexander Burrowes,33.0,Senior,185.0,1.32,1.62,2.35,2.51,0.82,0.69,7.81,Elite,Weak Clean & Jerk,972,33
Joey Tortora,28.0,Senior,185.0,1.3,1.7,2.24,2.57,0.76,0.76,7.81,Elite,No Major Imbalance,972,33
Jason Khalipa,29.0,Senior,210.0,1.36,1.69,2.14,2.62,0.8,0.79,7.81,Elite,No Major Imbalance,976,33
Carl Edwards,35.0,Masters I,212.0,1.25,1.6,2.24,2.71,0.78,0.72,7.81,Advanced,No Major Imbalance,977,33
TJ Michalosky,32.0,Senior,180.0,1.36,1.69,2.22,2.53,0.8,0.76,7.81,Elite,No Major Imbalance,978,33
Michael Palmer,27.0,Senior,195.0,1.42,1.64,2.32,2.43,0.86,0.71,7.81,Elite,No Major Imbalance,979,33
Daniel Petro,26.0,Senior,205.0,1.39,1.56,2.34,2.51,0.89,0.67,7.8,Elite,Weak Clean & Jerk,980,33
Ray Cywinski,28.0,Senior,205.0,1.27,1.61,2.37,2.56,0.79,0.68,7.8,Elite,Weak Clean & Jerk,980,33
Matthew Longworth,34.0,Senior,205.0,1.2,1.44,2.37,2.8,0.83,0.61,7.8,Advanced,Weak Clean & Jerk,980,33
Nick Roberts,27.0,Senior,189.0,1.3,1.64,2.14,2.72,0.79,0.77,7.8,Elite,No Major Imbalance,983,33
Dylan Martin,23.0,Senior,188.0,1.29,1.7,2.31,2.5,0.76,0.74,7.8,Elite,No Major Imbalance,984,33
Cole Marshburn,33.0,Senior,198.0,1.29,1.64,2.15,2.73,0.78,0.76,7.8,Elite,No Major Imbalance,985,33
Matt Fencik,28.0,Senior,200.0,1.35,1.57,2.17,2.7,0.86,0.72,7.8,Elite,No Major Imbalance,986,33
Kevin Cooper,24.0,Senior,200.0,1.35,1.76,2.27,2.42,0.77,0.78,7.8,Elite,No Major Imbalance,986,33
Jesse Llopis,20.0,Senior,175.0,1.49,1.74,2.14,2.43,0.85,0.81,7.8,Elite,No Major Imbalance,986,33
Jason Berg,29.0,Senior,195.0,1.31,1.62,2.31,2.56,0.81,0.7,7.8,Elite,Weak Clean & Jerk,986,33
Jesse Disch,29.0,Senior,200.0,1.25,1.57,2.25,2.73,0.79,0.7,7.8,Advanced,No Major Imbalance,986,33
Matt Saeler,27.0,Senior,175.0,1.37,1.63,2.37,2.43,0.84,0.69,7.8,Elite,Weak Clean & Jerk,986,34
Thaddeus Caron,28.0,Senior,177.0,1.38,1.55,2.29,2.57,0.89,0.68,7.8,Elite,Weak Clean & Jerk,992,34
Nate Long,32.0,Senior,186.0,1.32,1.53,2.34,2.61,0.86,0.66,7.8,Elite,Weak Clean & Jerk,993,34
Nate Schrader,29.0,Senior,220.0,1.36,1.73,2.18,2.52,0.79,0.79,7.8,Elite,No Major Imbalance,994,34
Ryan House,29.0,Senior,195.0,1.31,1.46,2.56,2.46,0.89,0.57,7.79,Elite,Weak Clean & Jerk,995,34
Anthony Maisonet,30.0,Senior,195.0,1.26,1.56,2.38,2.59,0.8,0.66,7.79,Elite,Weak Clean & Jerk,995,34
Ian Hardin,29.0,Senior,195.0,1.26,1.67,2.31,2.56,0.75,0.72,7.79,Elite,No Major Imbalance,995,34
Reece Leon,24.0,Senior,179.0,1.4,1.7,2.15,2.54,0.82,0.79,7.79,Elite,No Major Imbalance,998,34
Samuel Areias,31.0,Senior,188.0,1.3,1.68,2.39,2.42,0.78,0.7,7.79,Elite,No Major Imbalance,999,34
Coard Wilkes,25.0,Senior,225.0,1.49,1.86,2.22,2.22,0.8,0.84,7.79,Elite,No Major Imbalance,1000,34
Charles Felx Leduc,27.0,Senior,215.0,1.28,1.51,2.37,2.63,0.85,0.64,7.79,Elite,Weak Clean & Jerk,1001,34
Spenser Lee,26.0,Senior,190.0,1.39,1.71,2.24,2.45,0.82,0.76,7.79,Elite,No Major Imbalance,1002,34
Steven Savage,28.0,Senior,190.0,1.34,1.61,2.45,2.39,0.84,0.66,7.79,Elite,Weak Clean & Jerk,1002,34
Beaux Blackwood,25.0,Senior,190.0,1.34,1.66,2.18,2.61,0.81,0.76,7.79,Elite,No Major Imbalance,1002,34
Gabe Subry,33.0,Senior,190.0,1.34,1.66,2.16,2.63,0.81,0.77,7.79,Elite,No Major Imbalance,1002,34
brian matthews,28.0,Senior,190.0,1.29,1.58,2.13,2.79,0.82,0.74,7.79,Elite,No Major Imbalance,1002,34
Zechariah Townsend,27.0,Senior,190.0,1.29,1.58,2.32,2.61,0.82,0.68,7.79,Elite,Weak Clean & Jerk,1002,34
David Santa Cruz Borgstrand,32.0,Senior,194.0,1.25,1.65,2.27,2.61,0.76,0.73,7.79,Elite,No Major Imbalance,1008,34
Runar Stikholmen,26.0,Senior,192.0,1.44,1.76,2.3,2.3,0.82,0.76,7.79,Elite,No Major Imbalance,1009,34
Pål Bjørhusdal,30.0,Senior,187.0,1.3,1.71,2.18,2.59,0.76,0.78,7.79,Elite,No Major Imbalance,1010,34
Bobby Vizzari,27.0,Senior,185.0,1.38,1.65,2.19,2.57,0.84,0.75,7.78,Elite,No Major Imbalance,1011,34
Mohamed Elamin Badreldin,25.0,Senior,185.0,1.35,1.59,2.14,2.7,0.85,0.75,7.78,Elite,No Major Imbalance,1011,34
Matthew Fouberg,25.0,Senior,185.0,1.32,1.62,2.24,2.59,0.82,0.72,7.78,Elite,No Major Imbalance,1011,34
Kent Copeland,28.0,Senior,185.0,1.32,1.68,2.32,2.46,0.79,0.72,7.78,Elite,No Major Imbalance,1011,34
Chris Walsh,23.0,Senior,196.0,1.38,1.71,2.07,2.63,0.81,0.83,7.78,Elite,No Major Imbalance,1015,34
Mark Kimrey,31.0,Senior,205.0,1.29,1.54,2.34,2.61,0.84,0.66,7.78,Elite,Weak Clean & Jerk,1016,34
Josh Bailey,31.0,Senior,205.0,1.27,1.56,2.44,2.51,0.81,0.64,7.78,Elite,Weak Clean & Jerk,1016,34
David Schroeder,31.0,Senior,205.0,1.22,1.56,2.24,2.76,0.78,0.7,7.78,Advanced,Weak Clean & Jerk,1016,34
josh werner,29.0,Senior,207.0,1.33,1.62,2.15,2.68,0.82,0.75,7.78,Elite,No Major Imbalance,1019,34
Tony Koens,32.0,Senior,198.0,1.31,1.62,2.25,2.6,0.81,0.72,7.78,Elite,No Major Imbalance,1019,34
Colin McClain,30.0,Senior,180.0,1.39,1.67,2.22,2.5,0.83,0.75,7.78,Elite,No Major Imbalance,1019,35
brent gostomski,29.0,Senior,220.0,1.11,1.43,2.66,2.57,0.78,0.54,7.77,Advanced,Weak Clean & Jerk,1022,35
Austin Dowling,28.0,Senior,220.0,1.11,1.36,2.5,2.8,0.82,0.55,7.77,Advanced,Weak Clean & Jerk,1022,35
Craig Kenney,28.0,Senior,202.0,1.41,1.66,2.1,2.6,0.85,0.79,7.77,Elite,No Major Imbalance,1024,35
David Anderson,27.0,Senior,184.0,1.44,1.71,2.2,2.42,0.84,0.78,7.77,Elite,No Major Imbalance,1025,35
Derek Shoemaker,31.0,Senior,175.0,1.43,1.57,2.2,2.57,0.91,0.71,7.77,Elite,No Major Imbalance,1026,35
Pierre-Henri Soero,31.0,Senior,195.0,1.33,1.67,2.08,2.69,0.8,0.8,7.77,Elite,No Major Imbalance,1027,35
Michael Sandone,36.0,Masters I,195.0,1.26,1.67,2.21,2.64,0.75,0.76,7.77,Elite,No Major Imbalance,1027,35
Brian McClellan,29.0,Senior,186.0,1.45,1.69,2.12,2.5,0.86,0.8,7.77,Elite,No Major Imbalance,1029,35
Mike Lusby,26.0,Senior,215.0,1.16,1.53,2.33,2.74,0.76,0.66,7.77,Advanced,Weak Clean & Jerk,1030,35
Matt Giussi,25.0,Senior,206.0,1.24,1.63,2.04,2.86,0.76,0.8,7.77,Advanced,No Major Imbalance,1031,35
Jason Moore,29.0,Senior,197.0,1.24,1.6,2.28,2.64,0.78,0.7,7.77,Advanced,No Major Imbalance,1032,35
Brian Kunitzer,35.0,Masters I,188.0,1.36,1.62,2.26,2.53,0.84,0.72,7.77,Elite,No Major Imbalance,1033,35
Luke Webster,18.0,Senior,188.0,1.3,1.65,2.15,2.66,0.79,0.77,7.77,Elite,No Major Imbalance,1033,35
Josh Wagner,33.0,Senior,179.0,1.37,1.59,2.15,2.65,0.86,0.74,7.77,Elite,No Major Imbalance,1035,35
Lucas Shevchuk,23.0,Senior,170.0,1.44,1.68,2.15,2.5,0.86,0.78,7.76,Elite,No Major Imbalance,1036,35
Anthony Alvarez,24.0,Senior,190.0,1.34,1.68,2.29,2.45,0.8,0.74,7.76,Elite,No Major Imbalance,1037,35
Chad Michael,35.0,Masters I,210.0,1.17,1.64,2.38,2.57,0.71,0.69,7.76,Advanced,Weak Clean & Jerk,1038,35
Justin Risk,29.0,Senior,210.0,1.14,1.52,2.4,2.69,0.75,0.63,7.76,Advanced,Weak Clean & Jerk,1038,35
James St Leger,30.0,Senior,201.0,1.25,1.58,2.19,2.74,0.79,0.72,7.76,Advanced,No Major Imbalance,1040,35
Trent Brumfield,28.0,Senior,180.0,1.34,1.69,2.25,2.47,0.79,0.75,7.76,Elite,No Major Imbalance,1041,35
Alex Chiaradia,26.0,Senior,183.0,1.34,1.72,2.1,2.6,0.78,0.82,7.76,Elite,No Major Imbalance,1042,35
Chisom Okeke,32.0,Senior,199.0,1.22,1.5,2.27,2.77,0.82,0.66,7.76,Advanced,Weak Clean & Jerk,1043,35
Connor Nelson,25.0,Senior,185.0,1.49,1.73,2.08,2.46,0.86,0.83,7.76,Elite,No Major Imbalance,1044,35
Will Richardson,33.0,Senior,185.0,1.41,1.7,2.19,2.46,0.83,0.78,7.76,Elite,No Major Imbalance,1044,35
Alvie Hafen,27.0,Senior,185.0,1.38,1.78,2.27,2.32,0.77,0.79,7.76,Elite,No Major Imbalance,1044,35
Thomas Barrick,25.0,Senior,205.0,1.24,1.54,2.41,2.56,0.81,0.64,7.76,Advanced,Weak Clean & Jerk,1047,35
Shane Willis,19.0,Senior,205.0,1.24,1.63,2.22,2.66,0.76,0.74,7.76,Advanced,No Major Imbalance,1047,35
Dean Santos,24.0,Senior,207.0,1.28,1.55,2.25,2.68,0.83,0.69,7.75,Elite,Weak Clean & Jerk,1049,35
Adam Vinson,27.0,Senior,218.0,1.31,1.63,2.41,2.41,0.8,0.68,7.75,Elite,Weak Clean & Jerk,1050,35
Brandon Pastorek,30.0,Senior,200.0,1.38,1.82,2.02,2.52,0.75,0.9,7.75,Elite,No Major Imbalance,1051,36
Sean Fox,25.0,Senior,180.0,1.42,1.67,2.14,2.53,0.85,0.78,7.75,Elite,No Major Imbalance,1051,36
jake knight,31.0,Senior,200.0,1.23,1.57,2.23,2.73,0.78,0.71,7.75,Advanced,No Major Imbalance,1051,36
Aron Anderson,35.0,Masters I,180.0,1.36,1.58,2.22,2.58,0.86,0.71,7.75,Elite,No Major Imbalance,1051,36
Scott Barbee,30.0,Senior,176.0,1.38,1.65,2.13,2.59,0.84,0.78,7.75,Elite,No Major Imbalance,1051,36
Mike Holmes,29.0,Senior,195.0,1.3,1.58,2.15,2.71,0.82,0.74,7.75,Elite,No Major Imbalance,1056,36
Andrew Resendez,26.0,Senior,191.0,1.28,1.6,2.38,2.49,0.8,0.67,7.75,Elite,Weak Clean & Jerk,1057,36
Lawrence Letellier,29.0,Senior,193.0,1.3,1.66,2.2,2.59,0.78,0.75,7.75,Elite,No Major Imbalance,1058,36
Curt Follman,27.0,Senior,193.0,1.27,1.58,2.31,2.59,0.8,0.69,7.75,Elite,Weak Clean & Jerk,1058,36
vincent russo,21.0,Senior,184.0,1.36,1.6,2.26,2.53,0.85,0.71,7.74,Elite,No Major Imbalance,1060,36
Kaleb Spann,22.0,Senior,184.0,1.33,1.49,2.23,2.69,0.89,0.67,7.74,Elite,Weak Clean & Jerk,1060,36
Curtis Pinnix,31.0,Senior,184.0,1.3,1.49,2.2,2.74,0.87,0.68,7.74,Elite,Weak Clean & Jerk,1060,36
Mike Sydoryk,23.0,Senior,195.0,1.44,1.69,1.97,2.64,0.85,0.86,7.74,Elite,No Major Imbalance,1063,36
Andrew Primeaux,21.0,Senior,195.0,1.41,1.56,2.18,2.59,0.9,0.72,7.74,Elite,No Major Imbalance,1063,36
Monroe Miller,24.0,Senior,195.0,1.31,1.62,2.18,2.64,0.81,0.74,7.74,Elite,No Major Imbalance,1063,36
Aaron Hyatt,27.0,Senior,195.0,1.31,1.67,2.33,2.44,0.78,0.71,7.74,Elite,No Major Imbalance,1063,36
Brannen Dorman,25.0,Senior,195.0,1.28,1.67,2.26,2.54,0.77,0.74,7.74,Elite,No Major Imbalance,1063,36
Justin Sarubbi,26.0,Senior,195.0,1.26,1.64,2.26,2.59,0.77,0.73,7.74,Elite,No Major Imbalance,1063,36
Marcus Herou,37.0,Masters I,198.0,1.23,1.51,2.23,2.78,0.82,0.68,7.74,Advanced,Weak Clean & Jerk,1069,36
Ben Wadwell,25.0,Senior,194.0,1.32,1.65,2.16,2.61,0.8,0.76,7.74,Elite,No Major Imbalance,1070,36
Dylan Smith,23.0,Senior,188.0,1.36,1.7,2.15,2.53,0.8,0.79,7.74,Elite,No Major Imbalance,1071,36
Justin Allen,28.0,Senior,210.0,1.36,1.67,2.21,2.5,0.81,0.75,7.74,Elite,No Major Imbalance,1072,36
Elias Roman,23.0,Senior,190.0,1.45,1.66,2.13,2.5,0.87,0.78,7.74,Elite,No Major Imbalance,1073,36
Mark Singer,29.0,Senior,190.0,1.34,1.61,2.16,2.63,0.84,0.74,7.74,Elite,No Major Imbalance,1073,36
Aj Beddow,22.0,Senior,190.0,1.32,1.61,2.18,2.63,0.82,0.73,7.74,Elite,No Major Imbalance,1073,36
Jake Neubauer,34.0,Senior,190.0,1.29,1.58,2.29,2.58,0.82,0.69,7.74,Elite,Weak Clean & Jerk,1073,36
Thonda Taylor II,24.0,Senior,223.0,1.12,1.23,2.91,2.47,0.91,0.42,7.74,Advanced,Weak Clean & Jerk,1077,36
Mitch Beaver,28.0,Senior,181.0,1.35,1.66,2.21,2.51,0.82,0.75,7.73,Elite,No Major Imbalance,1078,36
Ernesto Gonzalez Trevizo,33.0,Senior,205.0,1.22,1.68,2.37,2.46,0.72,0.71,7.73,Advanced,No Major Imbalance,1079,36
Gerald Sasser,25.0,Senior,198.0,1.46,1.74,2.07,2.45,0.84,0.84,7.73,Elite,No Major Imbalance,1080,36
Daniel Hoegh,30.0,Senior,198.0,1.29,1.64,2.17,2.63,0.78,0.76,7.73,Elite,No Major Imbalance,1080,37
Philip Wilkins,28.0,Senior,187.0,1.3,1.59,2.18,2.65,0.82,0.73,7.73,Elite,No Major Imbalance,1080,37
Dale Thompson,35.0,Masters I,200.0,1.32,1.57,2.25,2.58,0.84,0.7,7.72,Elite,No Major Imbalance,1083,37
Thomas Hölzl,43.0,Masters I,207.0,1.33,1.6,2.13,2.66,0.83,0.75,7.72,Elite,No Major Imbalance,1084,37
Phil Hesketh,24.0,Senior,209.0,1.32,1.56,2.32,2.53,0.85,0.67,7.72,Elite,Weak Clean & Jerk,1085,37
Bailey DiMenna,19.0,Senior,180.0,1.39,1.69,2.14,2.5,0.82,0.79,7.72,Elite,No Major Imbalance,1086,37
Rob Forte,28.0,Senior,194.0,1.39,1.68,2.15,2.5,0.83,0.78,7.72,Elite,No Major Imbalance,1087,37
Aiden Poole,31.0,Senior,197.0,1.29,1.57,2.23,2.62,0.82,0.7,7.72,Elite,No Major Imbalance,1088,37
cory burrows,29.0,Senior,220.0,1.15,1.35,2.5,2.7,0.85,0.54,7.72,Advanced,Weak Clean & Jerk,1089,37
Kyle Boyer,34.0,Senior,195.0,1.23,1.64,2.28,2.56,0.75,0.72,7.72,Advanced,No Major Imbalance,1090,37
Cameron Willson,23.0,Senior,219.0,1.37,1.58,2.28,2.49,0.87,0.69,7.72,Elite,Weak Clean & Jerk,1091,37
Jared Stevens,30.0,Senior,208.0,1.27,1.61,2.43,2.4,0.79,0.66,7.72,Elite,Weak Clean & Jerk,1092,37
Dale Finlayson,32.0,Senior,183.0,1.39,1.69,2.23,2.41,0.82,0.76,7.72,Elite,No Major Imbalance,1093,37
Cary Hair,30.0,Senior,200.0,1.27,1.57,2.27,2.59,0.81,0.69,7.71,Elite,Weak Clean & Jerk,1094,37
Nathan Hammock,26.0,Senior,210.0,1.43,1.69,2.21,2.38,0.85,0.76,7.71,Elite,No Major Imbalance,1095,37
Khan Porter,25.0,Senior,203.0,1.36,1.68,2.17,2.5,0.81,0.78,7.71,Elite,No Major Imbalance,1095,37
Stanford Garey,22.0,Senior,175.0,1.37,1.63,2.14,2.57,0.84,0.76,7.71,Elite,No Major Imbalance,1095,37
Rudy Magdaleno,29.0,Senior,175.0,1.37,1.8,2.11,2.43,0.76,0.85,7.71,Elite,No Major Imbalance,1095,37
Brian Harris,24.0,Senior,188.0,1.38,1.65,1.99,2.69,0.84,0.83,7.71,Elite,No Major Imbalance,1099,37
Matt Martin,35.0,Masters I,190.0,1.29,1.61,2.18,2.63,0.8,0.73,7.71,Elite,No Major Imbalance,1100,37
Mason Doherty,24.0,Senior,192.0,1.32,1.56,2.18,2.64,0.85,0.72,7.71,Elite,No Major Imbalance,1101,37
Aaron Hanna,26.0,Senior,205.0,1.34,1.78,2.2,2.39,0.75,0.81,7.71,Elite,No Major Imbalance,1102,37
Tommy Kasper,31.0,Senior,205.0,1.29,1.71,2.2,2.51,0.76,0.78,7.71,Elite,No Major Imbalance,1102,37
Jonathan Wall,25.0,Senior,205.0,1.29,1.49,2.34,2.59,0.87,0.64,7.71,Elite,Weak Clean & Jerk,1102,37
Vernard Jenkins,35.0,Masters I,220.0,1.14,1.39,2.3,2.89,0.82,0.6,7.7,Advanced,Weak Clean & Jerk,1105,37
Alexander Shain,20.0,Senior,220.0,1.11,1.52,2.34,2.73,0.73,0.65,7.7,Advanced,Weak Clean & Jerk,1105,37
Zack Housholder,21.0,Senior,196.0,1.33,1.61,2.07,2.7,0.83,0.78,7.7,Elite,No Major Imbalance,1107,37
Александр Панин,26.0,Senior,209.0,1.43,1.74,2.22,2.32,0.82,0.79,7.7,Elite,No Major Imbalance,1108,37
Charlie Scheuber,24.0,Senior,185.0,1.32,1.62,2.41,2.35,0.82,0.67,7.7,Elite,Weak Clean & Jerk,1109,37
Armando Gonzalez,22.0,Senior,185.0,1.32,1.7,2.16,2.51,0.78,0.79,7.7,Elite,No Major Imbalance,1109,37
Brandon Santiago,25.0,Senior,198.0,1.34,1.69,2.22,2.45,0.79,0.76,7.7,Elite,No Major Imbalance,1111,38
Christiaan Mattheus,20.0,Senior,201.0,1.32,1.54,2.27,2.58,0.86,0.68,7.7,Elite,Weak Clean & Jerk,1112,38
Sean Lind,33.0,Senior,187.0,1.34,1.58,2.14,2.65,0.85,0.74,7.7,Elite,No Major Imbalance,1113,38
Guido Trinidad,34.0,Senior,187.0,1.31,1.68,2.22,2.49,0.78,0.76,7.7,Elite,No Major Imbalance,1113,38
Jonathan Gibbons,27.0,Senior,200.0,1.27,1.6,2.38,2.45,0.8,0.67,7.7,Elite,Weak Clean & Jerk,1115,38
Mark Dillenbeck,29.0,Senior,200.0,1.23,1.55,2.27,2.65,0.79,0.68,7.7,Advanced,Weak Clean & Jerk,1115,38
Shawn McQueen,28.0,Senior,176.0,1.45,1.65,2.13,2.47,0.88,0.77,7.7,Elite,No Major Imbalance,1117,38
Tim Bryant,31.0,Senior,189.0,1.27,1.51,2.17,2.75,0.84,0.7,7.7,Elite,Weak Clean & Jerk,1118,38
Ryan Wells,30.0,Senior,202.0,1.31,1.58,2.18,2.62,0.83,0.73,7.7,Elite,No Major Imbalance,1119,38
Robert Pedersen,22.0,Senior,202.0,1.21,1.66,2.18,2.65,0.73,0.76,7.7,Advanced,No Major Imbalance,1119,38
Stephen Hanchey,31.0,Senior,205.0,1.29,1.63,1.98,2.8,0.79,0.83,7.7,Elite,No Major Imbalance,1121,38
Nathan Southard,31.0,Senior,198.0,1.34,1.69,2.11,2.56,0.79,0.8,7.7,Elite,No Major Imbalance,1122,38
John Gwozdz,29.0,Senior,204.0,1.64,1.45,2.13,2.48,1.14,0.68,7.7,Elite,Weak Clean & Jerk,1123,38
Nick Mazejka,28.0,Senior,204.0,1.27,1.57,2.16,2.7,0.81,0.73,7.7,Elite,No Major Imbalance,1123,38
Caleb Gressett,19.0,Senior,180.0,1.33,1.67,2.25,2.44,0.8,0.74,7.69,Elite,No Major Imbalance,1125,38
Mudz Te Heuheu,29.0,Senior,205.0,1.4,1.61,2.2,2.47,0.87,0.73,7.69,Elite,No Major Imbalance,1126,38
Justin Ahrens,27.0,Senior,195.0,1.38,1.69,2.13,2.49,0.82,0.8,7.69,Elite,No Major Imbalance,1127,38
Rocky Moses,19.0,Senior,195.0,1.36,1.49,2.28,2.56,0.91,0.65,7.69,Elite,Weak Clean & Jerk,1127,38
Nathan Keil,26.0,Senior,195.0,1.33,1.56,2.23,2.56,0.85,0.7,7.69,Elite,No Major Imbalance,1127,38
Noel Acevedo,26.0,Senior,208.0,1.18,1.51,2.09,2.91,0.78,0.72,7.69,Advanced,No Major Imbalance,1127,38
Alex Romero,29.0,Senior,182.0,1.32,1.73,2.23,2.42,0.76,0.78,7.69,Elite,No Major Imbalance,1127,38
Heidar Johannsson,25.0,Senior,185.0,1.37,1.61,1.97,2.74,0.85,0.82,7.69,Elite,No Major Imbalance,1132,38
Dylan MacRae,21.0,Senior,184.0,1.36,1.63,2.26,2.45,0.83,0.72,7.69,Elite,No Major Imbalance,1133,38
Zack Williams,31.0,Senior,198.0,1.23,1.56,2.23,2.67,0.79,0.7,7.69,Advanced,No Major Imbalance,1134,38
Anthony Layfield,33.0,Senior,185.0,1.35,1.82,2.22,2.3,0.74,0.82,7.69,Elite,No Major Imbalance,1135,38
Taylor Marshall,23.0,Senior,188.0,1.33,1.62,2.18,2.55,0.82,0.74,7.69,Elite,No Major Imbalance,1136,38
Darren Hansen,23.0,Senior,175.0,1.4,1.54,2.14,2.6,0.91,0.72,7.69,Elite,No Major Imbalance,1137,38
Dean Akin,21.0,Senior,190.0,1.29,1.66,2.24,2.5,0.78,0.74,7.68,Elite,No Major Imbalance,1138,38
Dustin Moore,28.0,Senior,192.0,1.25,1.64,2.16,2.63,0.76,0.76,7.68,Advanced,No Major Imbalance,1139,38
Curt Manning,31.0,Senior,200.0,1.23,1.6,2.27,2.58,0.77,0.7,7.68,Advanced,No Major Imbalance,1140,38
Dylan Snyder,23.0,Senior,181.0,1.35,1.57,2.24,2.51,0.86,0.7,7.68,Elite,No Major Imbalance,1141,39
Marco Nieto,20.0,Senior,181.0,1.35,1.74,2.29,2.29,0.78,0.76,7.68,Elite,No Major Imbalance,1141,39
Luis Rodriguez,33.0,Senior,224.0,1.09,1.45,2.61,2.52,0.75,0.56,7.68,Advanced,Weak Clean & Jerk,1143,39
August Schmidt,40.0,Masters I,220.0,1.3,1.57,2.15,2.66,0.83,0.73,7.68,Elite,No Major Imbalance,1144,39
Luke Fiso,25.0,Senior,189.0,1.4,1.58,2.13,2.57,0.89,0.74,7.68,Elite,No Major Imbalance,1145,39
Jordan Roland,21.0,Senior,185.0,1.49,1.68,2.32,2.19,0.89,0.72,7.68,Elite,No Major Imbalance,1146,39
Jesse Walker,22.0,Senior,185.0,1.38,1.7,2.08,2.51,0.81,0.82,7.68,Elite,No Major Imbalance,1146,39
